ID;ville;lat;long
1;Port-au-Prince;18.54622071031307; -72.37972595733777
2;Pointe-à-Pitre;16.243390260774103; -61.53762914444077
3;Lyon;45.77135564517418; 4.869256807986864
4;Vancouver;49.26397681776914; -123.24307296487152
5;Metz;49.11886556518083; 6.177350525971387
6;Paris;48.86651289474971; 2.3295238493748185
